index,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
97468,NORTE,RONDONIA,4.306,2018-04-18,2018
97472,NORDESTE,SERGIPE,4.078,2018-04-18,2018
97470,SUL,SANTA CATARINA,3.909,2018-04-18,2018
97471,SUDESTE,SAO PAULO,4.006,2018-04-18,2018
97473,NORTE,TOCANTINS,4.412,2018-04-18,2018
97469,NORTE,RORAIMA,4.273,2018-04-18,2018
97461,NORDESTE,PARAIBA,3.889,2018-04-18,2018
97459,SUDESTE,MINAS GERAIS,4.486,2018-04-18,2018
97447,NORTE,ACRE,4.788,2018-04-18,2018
97448,NORDESTE,ALAGOAS,4.359,2018-04-18,2018
97449,NORTE,AMAPA,4.137,2018-04-18,2018
97460,NORTE,PARA,4.3,2018-04-18,2018
97450,NORTE,AMAZONAS,4.489,2018-04-18,2018
97452,NORDESTE,CEARA,4.35,2018-04-18,2018
97453,CENTRO OESTE,DISTRITO FEDERAL,4.291,2018-04-18,2018
97454,SUDESTE,ESPIRITO SANTO,4.114,2018-04-18,2018
97455,CENTRO OESTE,GOIAS,4.399,2018-04-18,2018
97456,NORDESTE,MARANHAO,3.864,2018-04-18,2018
97457,CENTRO OESTE,MATO GROSSO,4.216,2018-04-18,2018
97458,CENTRO OESTE,MATO GROSSO DO SUL,4.141,2018-04-18,2018
97451,NORDESTE,BAHIA,4.246,2018-04-18,2018
97619,NORTE,RONDONIA,4.314,2018-04-25,2018
97614,NORDESTE,PERNAMBUCO,4.222,2018-04-25,2018
97615,NORDESTE,PIAUI,4.276,2018-04-25,2018
97616,SUDESTE,RIO DE JANEIRO,4.734,2018-04-25,2018
97617,NORDESTE,RIO GRANDE DO NORTE,4.225,2018-04-25,2018
97618,SUL,RIO GRANDE DO SUL,4.355,2018-04-25,2018
97620,NORTE,RORAIMA,4.268,2018-04-25,2018
97622,SUDESTE,SAO PAULO,4.035,2018-04-25,2018
97623,NORDESTE,SERGIPE,4.154,2018-04-25,2018
97624,NORTE,TOCANTINS,4.42,2018-04-25,2018
97613,SUL,PARANA,4.119,2018-04-25,2018
97621,SUL,SANTA CATARINA,3.881,2018-04-25,2018
97612,NORDESTE,PARAIBA,3.94,2018-04-25,2018
97603,NORDESTE,CEARA,4.334,2018-04-25,2018
97610,SUDESTE,MINAS GERAIS,4.486,2018-04-25,2018
97598,NORTE,ACRE,4.805,2018-04-25,2018
97599,NORDESTE,ALAGOAS,4.347,2018-04-25,2018
97600,NORTE,AMAPA,4.137,2018-04-25,2018
97601,NORTE,AMAZONAS,4.488,2018-04-25,2018
97602,NORDESTE,BAHIA,4.21,2018-04-25,2018
97604,CENTRO OESTE,DISTRITO FEDERAL,4.262,2018-04-25,2018
97605,SUDESTE,ESPIRITO SANTO,4.157,2018-04-25,2018
97606,CENTRO OESTE,GOIAS,4.377,2018-04-25,2018
97607,NORDESTE,MARANHAO,3.896,2018-04-25,2018
97608,CENTRO OESTE,MATO GROSSO,4.245,2018-04-25,2018
97609,CENTRO OESTE,MATO GROSSO DO SUL,4.139,2018-04-25,2018
97611,NORTE,PARA,4.307,2018-04-25,2018
97765,NORDESTE,PERNAMBUCO,4.234,2018-05-02,2018
97766,NORDESTE,PIAUI,4.303,2018-05-02,2018
97767,SUDESTE,RIO DE JANEIRO,4.718,2018-05-02,2018
97768,NORDESTE,RIO GRANDE DO NORTE,4.268,2018-05-02,2018
97769,SUL,RIO GRANDE DO SUL,4.354,2018-05-02,2018
97770,NORTE,RONDONIA,4.313,2018-05-02,2018
97774,NORDESTE,SERGIPE,4.211,2018-05-02,2018
97772,SUL,SANTA CATARINA,3.878,2018-05-02,2018
97773,SUDESTE,SAO PAULO,4.005,2018-05-02,2018
97775,NORTE,TOCANTINS,4.46,2018-05-02,2018
97764,SUL,PARANA,4.115,2018-05-02,2018
97771,NORTE,RORAIMA,4.271,2018-05-02,2018
97755,CENTRO OESTE,DISTRITO FEDERAL,4.226,2018-05-02,2018
97761,SUDESTE,MINAS GERAIS,4.502,2018-05-02,2018
97749,NORTE,ACRE,4.883,2018-05-02,2018
97750,NORDESTE,ALAGOAS,4.262,2018-05-02,2018
97751,NORTE,AMAPA,4.126,2018-05-02,2018
97752,NORTE,AMAZONAS,4.503,2018-05-02,2018
97753,NORDESTE,BAHIA,4.247,2018-05-02,2018
97754,NORDESTE,CEARA,4.399,2018-05-02,2018
97756,SUDESTE,ESPIRITO SANTO,4.167,2018-05-02,2018
97757,CENTRO OESTE,GOIAS,4.368,2018-05-02,2018
97758,NORDESTE,MARANHAO,3.913,2018-05-02,2018
97759,CENTRO OESTE,MATO GROSSO,4.229,2018-05-02,2018
97760,CENTRO OESTE,MATO GROSSO DO SUL,4.127,2018-05-02,2018
97763,NORDESTE,PARAIBA,3.983,2018-05-02,2018
97762,NORTE,PARA,4.335,2018-05-02,2018
97914,NORDESTE,PARAIBA,4.036,2018-05-09,2018
97915,SUL,PARANA,4.139,2018-05-09,2018
97916,NORDESTE,PERNAMBUCO,4.255,2018-05-09,2018
97917,NORDESTE,PIAUI,4.284,2018-05-09,2018
97918,SUDESTE,RIO DE JANEIRO,4.722,2018-05-09,2018
97919,NORDESTE,RIO GRANDE DO NORTE,4.24,2018-05-09,2018
97923,SUL,SANTA CATARINA,3.898,2018-05-09,2018
97921,NORTE,RONDONIA,4.325,2018-05-09,2018
97922,NORTE,RORAIMA,4.271,2018-05-09,2018
97924,SUDESTE,SAO PAULO,4.032,2018-05-09,2018
97925,NORDESTE,SERGIPE,4.226,2018-05-09,2018
97926,NORTE,TOCANTINS,4.478,2018-05-09,2018
97913,NORTE,PARA,4.344,2018-05-09,2018
97920,SUL,RIO GRANDE DO SUL,4.373,2018-05-09,2018
97912,SUDESTE,MINAS GERAIS,4.498,2018-05-09,2018
97904,NORDESTE,BAHIA,4.503,2018-05-09,2018
97910,CENTRO OESTE,MATO GROSSO,4.235,2018-05-09,2018
97900,NORTE,ACRE,4.887,2018-05-09,2018
97901,NORDESTE,ALAGOAS,4.243,2018-05-09,2018
97902,NORTE,AMAPA,4.122,2018-05-09,2018
97903,NORTE,AMAZONAS,4.504,2018-05-09,2018
97905,NORDESTE,CEARA,4.566,2018-05-09,2018
97906,CENTRO OESTE,DISTRITO FEDERAL,4.222,2018-05-09,2018
97907,SUDESTE,ESPIRITO SANTO,4.213,2018-05-09,2018
97908,CENTRO OESTE,GOIAS,4.355,2018-05-09,2018
97909,NORDESTE,MARANHAO,3.921,2018-05-09,2018
97911,CENTRO OESTE,MATO GROSSO DO SUL,4.132,2018-05-09,2018
98070,SUL,RIO GRANDE DO SUL,4.439,2018-05-16,2018
98066,NORDESTE,PERNAMBUCO,4.259,2018-05-16,2018
98067,NORDESTE,PIAUI,4.325,2018-05-16,2018
98068,SUDESTE,RIO DE JANEIRO,4.765,2018-05-16,2018
98069,NORDESTE,RIO GRANDE DO NORTE,4.387,2018-05-16,2018
98071,NORTE,RONDONIA,4.37,2018-05-16,2018
98073,SUL,SANTA CATARINA,3.908,2018-05-16,2018
98074,SUDESTE,SAO PAULO,4.056,2018-05-16,2018
98075,NORDESTE,SERGIPE,4.212,2018-05-16,2018
98076,NORTE,TOCANTINS,4.477,2018-05-16,2018
98065,SUL,PARANA,4.18,2018-05-16,2018
98072,NORTE,RORAIMA,4.372,2018-05-16,2018
98064,NORDESTE,PARAIBA,4.076,2018-05-16,2018
98062,SUDESTE,MINAS GERAIS,4.524,2018-05-16,2018
98050,NORTE,ACRE,4.882,2018-05-16,2018
98051,NORDESTE,ALAGOAS,4.311,2018-05-16,2018
98052,NORTE,AMAPA,4.178,2018-05-16,2018
98063,NORTE,PARA,4.362,2018-05-16,2018
98053,NORTE,AMAZONAS,4.486,2018-05-16,2018
98055,NORDESTE,CEARA,4.584,2018-05-16,2018
98056,CENTRO OESTE,DISTRITO FEDERAL,4.241,2018-05-16,2018
98057,SUDESTE,ESPIRITO SANTO,4.233,2018-05-16,2018
98058,CENTRO OESTE,GOIAS,4.362,2018-05-16,2018
98059,NORDESTE,MARANHAO,3.931,2018-05-16,2018
98060,CENTRO OESTE,MATO GROSSO,4.239,2018-05-16,2018
98061,CENTRO OESTE,MATO GROSSO DO SUL,4.145,2018-05-16,2018
98054,NORDESTE,BAHIA,4.517,2018-05-16,2018
98223,NORTE,RORAIMA,4.364,2018-05-23,2018
98218,NORDESTE,PIAUI,4.467,2018-05-23,2018
98219,SUDESTE,RIO DE JANEIRO,4.839,2018-05-23,2018
98220,NORDESTE,RIO GRANDE DO NORTE,4.463,2018-05-23,2018
98221,SUL,RIO GRANDE DO SUL,4.601,2018-05-23,2018
98222,NORTE,RONDONIA,4.433,2018-05-23,2018
98224,SUL,SANTA CATARINA,4.168,2018-05-23,2018
98226,NORDESTE,SERGIPE,4.426,2018-05-23,2018
98227,NORTE,TOCANTINS,4.655,2018-05-23,2018
98217,NORDESTE,PERNAMBUCO,4.422,2018-05-23,2018
98225,SUDESTE,SAO PAULO,4.196,2018-05-23,2018
98216,SUL,PARANA,4.36,2018-05-23,2018
98207,CENTRO OESTE,DISTRITO FEDERAL,4.521,2018-05-23,2018
98214,NORTE,PARA,4.486,2018-05-23,2018
98201,NORTE,ACRE,5.053,2018-05-23,2018
98202,NORDESTE,ALAGOAS,4.347,2018-05-23,2018
98203,NORTE,AMAPA,4.207,2018-05-23,2018
98204,NORTE,AMAZONAS,4.508,2018-05-23,2018
98205,NORDESTE,BAHIA,4.588,2018-05-23,2018
98206,NORDESTE,CEARA,4.607,2018-05-23,2018
98208,SUDESTE,ESPIRITO SANTO,4.421,2018-05-23,2018
98209,CENTRO OESTE,GOIAS,4.591,2018-05-23,2018
98210,NORDESTE,MARANHAO,4.254,2018-05-23,2018
98211,CENTRO OESTE,MATO GROSSO,4.353,2018-05-23,2018
98212,CENTRO OESTE,MATO GROSSO DO SUL,4.226,2018-05-23,2018
98213,SUDESTE,MINAS GERAIS,4.701,2018-05-23,2018
98215,NORDESTE,PARAIBA,4.186,2018-05-23,2018
98362,SUL,PARANA,4.44,2018-05-30,2018
98363,NORDESTE,PERNAMBUCO,4.599,2018-05-30,2018
98364,NORDESTE,PIAUI,4.583,2018-05-30,2018
98365,SUDESTE,RIO DE JANEIRO,5.0,2018-05-30,2018
98366,NORDESTE,RIO GRANDE DO NORTE,4.565,2018-05-30,2018
98367,SUL,RIO GRANDE DO SUL,4.69,2018-05-30,2018
98371,SUDESTE,SAO PAULO,4.502,2018-05-30,2018
98369,NORTE,RORAIMA,4.42,2018-05-30,2018
98370,SUL,SANTA CATARINA,4.308,2018-05-30,2018
98372,NORDESTE,SERGIPE,4.493,2018-05-30,2018
98373,NORTE,TOCANTINS,4.8,2018-05-30,2018
98360,NORTE,PARA,4.558,2018-05-30,2018
98368,NORTE,RONDONIA,4.497,2018-05-30,2018
98359,SUDESTE,MINAS GERAIS,4.918,2018-05-30,2018
98351,NORDESTE,BAHIA,4.577,2018-05-30,2018
98357,CENTRO OESTE,MATO GROSSO,4.595,2018-05-30,2018
98347,NORTE,ACRE,5.035,2018-05-30,2018
98358,CENTRO OESTE,MATO GROSSO DO SUL,4.446,2018-05-30,2018
98348,NORDESTE,ALAGOAS,4.645,2018-05-30,2018
98350,NORTE,AMAZONAS,4.689,2018-05-30,2018
98352,NORDESTE,CEARA,4.856,2018-05-30,2018
98353,CENTRO OESTE,DISTRITO FEDERAL,4.849,2018-05-30,2018
98354,SUDESTE,ESPIRITO SANTO,4.553,2018-05-30,2018
98355,CENTRO OESTE,GOIAS,4.7,2018-05-30,2018
98356,NORDESTE,MARANHAO,4.249,2018-05-30,2018
98349,NORTE,AMAPA,4.415,2018-05-30,2018
98361,NORDESTE,PARAIBA,4.324,2018-05-30,2018
98516,SUL,SANTA CATARINA,4.295,2018-06-06,2018
98512,NORDESTE,RIO GRANDE DO NORTE,4.53,2018-06-06,2018
98513,SUL,RIO GRANDE DO SUL,4.769,2018-06-06,2018
98511,SUDESTE,RIO DE JANEIRO,5.016,2018-06-06,2018
98514,NORTE,RONDONIA,4.523,2018-06-06,2018
98515,NORTE,RORAIMA,4.337,2018-06-06,2018
98517,SUDESTE,SAO PAULO,4.416,2018-06-06,2018
98519,NORTE,TOCANTINS,4.745,2018-06-06,2018
98510,NORDESTE,PIAUI,4.617,2018-06-06,2018
98518,NORDESTE,SERGIPE,4.41,2018-06-06,2018
98509,NORDESTE,PERNAMBUCO,4.595,2018-06-06,2018
98493,NORTE,ACRE,5.038,2018-06-06,2018
98507,NORDESTE,PARAIBA,4.343,2018-06-06,2018
98494,NORDESTE,ALAGOAS,4.693,2018-06-06,2018
98495,NORTE,AMAPA,4.19,2018-06-06,2018
98496,NORTE,AMAZONAS,4.699,2018-06-06,2018
98497,NORDESTE,BAHIA,4.645,2018-06-06,2018
98508,SUL,PARANA,4.485,2018-06-06,2018
98498,NORDESTE,CEARA,4.784,2018-06-06,2018
98500,SUDESTE,ESPIRITO SANTO,4.53,2018-06-06,2018
98501,CENTRO OESTE,GOIAS,4.837,2018-06-06,2018
98502,NORDESTE,MARANHAO,4.315,2018-06-06,2018
98503,CENTRO OESTE,MATO GROSSO,4.645,2018-06-06,2018
98504,CENTRO OESTE,MATO GROSSO DO SUL,4.418,2018-06-06,2018
98505,SUDESTE,MINAS GERAIS,4.902,2018-06-06,2018
98506,NORTE,PARA,4.566,2018-06-06,2018
98499,CENTRO OESTE,DISTRITO FEDERAL,4.703,2018-06-06,2018
98666,SUL,RIO GRANDE DO SUL,4.741,2018-06-13,2018
98661,SUL,PARANA,4.476,2018-06-13,2018
98663,NORDESTE,PIAUI,4.555,2018-06-13,2018
98664,SUDESTE,RIO DE JANEIRO,4.979,2018-06-13,2018
98665,NORDESTE,RIO GRANDE DO NORTE,4.557,2018-06-13,2018
98667,NORTE,RONDONIA,4.466,2018-06-13,2018
98669,SUL,SANTA CATARINA,4.283,2018-06-13,2018
98670,SUDESTE,SAO PAULO,4.349,2018-06-13,2018
98671,NORDESTE,SERGIPE,4.39,2018-06-13,2018
98672,NORTE,TOCANTINS,4.751,2018-06-13,2018
98668,NORTE,RORAIMA,4.358,2018-06-13,2018
98660,NORDESTE,PARAIBA,4.35,2018-06-13,2018
98652,CENTRO OESTE,DISTRITO FEDERAL,4.705,2018-06-13,2018
98658,SUDESTE,MINAS GERAIS,4.877,2018-06-13,2018
98646,NORTE,ACRE,5.031,2018-06-13,2018
98647,NORDESTE,ALAGOAS,4.656,2018-06-13,2018
98659,NORTE,PARA,4.555,2018-06-13,2018
98648,NORTE,AMAPA,4.09,2018-06-13,2018
98650,NORDESTE,BAHIA,4.631,2018-06-13,2018
98651,NORDESTE,CEARA,4.766,2018-06-13,2018
98653,SUDESTE,ESPIRITO SANTO,4.505,2018-06-13,2018
98654,CENTRO OESTE,GOIAS,4.817,2018-06-13,2018
98655,NORDESTE,MARANHAO,4.266,2018-06-13,2018
98656,CENTRO OESTE,MATO GROSSO,4.664,2018-06-13,2018
98657,CENTRO OESTE,MATO GROSSO DO SUL,4.408,2018-06-13,2018
98649,NORTE,AMAZONAS,4.642,2018-06-13,2018
98662,NORDESTE,PERNAMBUCO,4.57,2018-06-13,2018
98818,NORTE,RONDONIA,4.513,2018-06-20,2018
98814,NORDESTE,PIAUI,4.535,2018-06-20,2018
98815,SUDESTE,RIO DE JANEIRO,4.975,2018-06-20,2018
98816,NORDESTE,RIO GRANDE DO NORTE,4.544,2018-06-20,2018
98817,SUL,RIO GRANDE DO SUL,4.699,2018-06-20,2018
98819,NORTE,RORAIMA,4.313,2018-06-20,2018
98821,SUDESTE,SAO PAULO,4.326,2018-06-20,2018
98822,NORDESTE,SERGIPE,4.413,2018-06-20,2018
98823,NORTE,TOCANTINS,4.738,2018-06-20,2018
98813,NORDESTE,PERNAMBUCO,4.509,2018-06-20,2018
98820,SUL,SANTA CATARINA,4.195,2018-06-20,2018
98812,SUL,PARANA,4.457,2018-06-20,2018
98810,NORTE,PARA,4.542,2018-06-20,2018
98797,NORTE,ACRE,5.036,2018-06-20,2018
98798,NORDESTE,ALAGOAS,4.629,2018-06-20,2018
98799,NORTE,AMAPA,4.084,2018-06-20,2018
98800,NORTE,AMAZONAS,4.4,2018-06-20,2018
98811,NORDESTE,PARAIBA,4.334,2018-06-20,2018
98801,NORDESTE,BAHIA,4.601,2018-06-20,2018
98803,CENTRO OESTE,DISTRITO FEDERAL,4.644,2018-06-20,2018
98804,SUDESTE,ESPIRITO SANTO,4.501,2018-06-20,2018
98805,CENTRO OESTE,GOIAS,4.771,2018-06-20,2018
98806,NORDESTE,MARANHAO,4.264,2018-06-20,2018
98807,CENTRO OESTE,MATO GROSSO,4.659,2018-06-20,2018
98808,CENTRO OESTE,MATO GROSSO DO SUL,4.38,2018-06-20,2018
98809,SUDESTE,MINAS GERAIS,4.851,2018-06-20,2018
98802,NORDESTE,CEARA,4.674,2018-06-20,2018
98968,SUL,RIO GRANDE DO SUL,4.69,2018-06-27,2018
98963,SUL,PARANA,4.41,2018-06-27,2018
98964,NORDESTE,PERNAMBUCO,4.499,2018-06-27,2018
98965,NORDESTE,PIAUI,4.476,2018-06-27,2018
98966,SUDESTE,RIO DE JANEIRO,4.927,2018-06-27,2018
98967,NORDESTE,RIO GRANDE DO NORTE,4.531,2018-06-27,2018
98969,NORTE,RONDONIA,4.505,2018-06-27,2018
98971,SUL,SANTA CATARINA,4.171,2018-06-27,2018
98972,SUDESTE,SAO PAULO,4.274,2018-06-27,2018
98973,NORDESTE,SERGIPE,4.394,2018-06-27,2018
98974,NORTE,TOCANTINS,4.734,2018-06-27,2018
98970,NORTE,RORAIMA,4.322,2018-06-27,2018
98962,NORDESTE,PARAIBA,4.309,2018-06-27,2018
98954,CENTRO OESTE,DISTRITO FEDERAL,4.433,2018-06-27,2018
98960,SUDESTE,MINAS GERAIS,4.813,2018-06-27,2018
98948,NORTE,ACRE,5.039,2018-06-27,2018
98949,NORDESTE,ALAGOAS,4.596,2018-06-27,2018
98950,NORTE,AMAPA,4.042,2018-06-27,2018
98961,NORTE,PARA,4.525,2018-06-27,2018
98951,NORTE,AMAZONAS,4.222,2018-06-27,2018
98953,NORDESTE,CEARA,4.683,2018-06-27,2018
98955,SUDESTE,ESPIRITO SANTO,4.487,2018-06-27,2018
98956,CENTRO OESTE,GOIAS,4.728,2018-06-27,2018
98957,NORDESTE,MARANHAO,4.265,2018-06-27,2018
98958,CENTRO OESTE,MATO GROSSO,4.652,2018-06-27,2018
98959,CENTRO OESTE,MATO GROSSO DO SUL,4.39,2018-06-27,2018
98952,NORDESTE,BAHIA,4.561,2018-06-27,2018
99112,NORDESTE,PARAIBA,4.272,2018-07-04,2018
99113,SUL,PARANA,4.353,2018-07-04,2018
99114,NORDESTE,PERNAMBUCO,4.442,2018-07-04,2018
99116,SUDESTE,RIO DE JANEIRO,4.948,2018-07-04,2018
99117,NORDESTE,RIO GRANDE DO NORTE,4.466,2018-07-04,2018
99118,SUL,RIO GRANDE DO SUL,4.744,2018-07-04,2018
99122,SUDESTE,SAO PAULO,4.272,2018-07-04,2018
99120,NORTE,RORAIMA,4.202,2018-07-04,2018
99121,SUL,SANTA CATARINA,4.156,2018-07-04,2018
99123,NORDESTE,SERGIPE,4.454,2018-07-04,2018
99124,NORTE,TOCANTINS,4.718,2018-07-04,2018
99111,NORTE,PARA,4.525,2018-07-04,2018
99119,NORTE,RONDONIA,4.495,2018-07-04,2018
99110,SUDESTE,MINAS GERAIS,4.802,2018-07-04,2018
99102,NORDESTE,BAHIA,4.576,2018-07-04,2018
99108,CENTRO OESTE,MATO GROSSO,4.629,2018-07-04,2018
99098,NORTE,ACRE,5.021,2018-07-04,2018
99099,NORDESTE,ALAGOAS,4.706,2018-07-04,2018
99100,NORTE,AMAPA,4.042,2018-07-04,2018
99101,NORTE,AMAZONAS,4.113,2018-07-04,2018
99103,NORDESTE,CEARA,4.637,2018-07-04,2018
99104,CENTRO OESTE,DISTRITO FEDERAL,4.57,2018-07-04,2018
99105,SUDESTE,ESPIRITO SANTO,4.47,2018-07-04,2018
99106,CENTRO OESTE,GOIAS,4.733,2018-07-04,2018
99107,NORDESTE,MARANHAO,4.272,2018-07-04,2018
99109,CENTRO OESTE,MATO GROSSO DO SUL,4.353,2018-07-04,2018
99115,NORDESTE,PIAUI,4.532,2018-07-04,2018
99268,NORTE,RONDONIA,4.564,2018-07-11,2018
99263,NORDESTE,PERNAMBUCO,4.429,2018-07-11,2018
99264,NORDESTE,PIAUI,4.538,2018-07-11,2018
99265,SUDESTE,RIO DE JANEIRO,4.901,2018-07-11,2018
99266,NORDESTE,RIO GRANDE DO NORTE,4.504,2018-07-11,2018
99267,SUL,RIO GRANDE DO SUL,4.785,2018-07-11,2018
99269,NORTE,RORAIMA,4.206,2018-07-11,2018
99271,SUDESTE,SAO PAULO,4.259,2018-07-11,2018
99272,NORDESTE,SERGIPE,4.463,2018-07-11,2018
99273,NORTE,TOCANTINS,4.727,2018-07-11,2018
99262,SUL,PARANA,4.347,2018-07-11,2018
99270,SUL,SANTA CATARINA,4.144,2018-07-11,2018
99261,NORDESTE,PARAIBA,4.286,2018-07-11,2018
99252,NORDESTE,CEARA,4.612,2018-07-11,2018
99258,CENTRO OESTE,MATO GROSSO DO SUL,4.294,2018-07-11,2018
99247,NORTE,ACRE,5.042,2018-07-11,2018
99248,NORDESTE,ALAGOAS,4.683,2018-07-11,2018
99249,NORTE,AMAPA,4.052,2018-07-11,2018
99250,NORTE,AMAZONAS,4.102,2018-07-11,2018
99251,NORDESTE,BAHIA,4.602,2018-07-11,2018
99253,CENTRO OESTE,DISTRITO FEDERAL,4.594,2018-07-11,2018
99254,SUDESTE,ESPIRITO SANTO,4.476,2018-07-11,2018
99255,CENTRO OESTE,GOIAS,4.726,2018-07-11,2018
99256,NORDESTE,MARANHAO,4.299,2018-07-11,2018
99257,CENTRO OESTE,MATO GROSSO,4.637,2018-07-11,2018
99259,SUDESTE,MINAS GERAIS,4.808,2018-07-11,2018
99260,NORTE,PARA,4.53,2018-07-11,2018
99419,NORTE,RONDONIA,4.578,2018-07-18,2018
99415,NORDESTE,PIAUI,4.531,2018-07-18,2018
99416,SUDESTE,RIO DE JANEIRO,4.928,2018-07-18,2018
99417,NORDESTE,RIO GRANDE DO NORTE,4.491,2018-07-18,2018
99418,SUL,RIO GRANDE DO SUL,4.752,2018-07-18,2018
99420,NORTE,RORAIMA,4.223,2018-07-18,2018
99422,SUDESTE,SAO PAULO,4.268,2018-07-18,2018
99423,NORDESTE,SERGIPE,4.47,2018-07-18,2018
99424,NORTE,TOCANTINS,4.73,2018-07-18,2018
99414,NORDESTE,PERNAMBUCO,4.415,2018-07-18,2018
99421,SUL,SANTA CATARINA,4.166,2018-07-18,2018
99413,SUL,PARANA,4.341,2018-07-18,2018
99405,SUDESTE,ESPIRITO SANTO,4.467,2018-07-18,2018
99411,NORTE,PARA,4.541,2018-07-18,2018
99398,NORTE,ACRE,5.038,2018-07-18,2018
99399,NORDESTE,ALAGOAS,4.668,2018-07-18,2018
99400,NORTE,AMAPA,4.051,2018-07-18,2018
99401,NORTE,AMAZONAS,4.29,2018-07-18,2018
99412,NORDESTE,PARAIBA,4.302,2018-07-18,2018
99402,NORDESTE,BAHIA,4.66,2018-07-18,2018
99404,CENTRO OESTE,DISTRITO FEDERAL,4.591,2018-07-18,2018
99406,CENTRO OESTE,GOIAS,4.736,2018-07-18,2018
99407,NORDESTE,MARANHAO,4.325,2018-07-18,2018
99408,CENTRO OESTE,MATO GROSSO,4.618,2018-07-18,2018
99409,CENTRO OESTE,MATO GROSSO DO SUL,4.266,2018-07-18,2018
99410,SUDESTE,MINAS GERAIS,4.796,2018-07-18,2018
99403,NORDESTE,CEARA,4.58,2018-07-18,2018
99565,NORDESTE,PERNAMBUCO,4.394,2018-07-25,2018
99566,NORDESTE,PIAUI,4.525,2018-07-25,2018
99567,SUDESTE,RIO DE JANEIRO,4.935,2018-07-25,2018
99568,NORDESTE,RIO GRANDE DO NORTE,4.403,2018-07-25,2018
99569,SUL,RIO GRANDE DO SUL,4.736,2018-07-25,2018
99570,NORTE,RONDONIA,4.596,2018-07-25,2018
99572,SUL,SANTA CATARINA,4.148,2018-07-25,2018
99573,SUDESTE,SAO PAULO,4.241,2018-07-25,2018
99574,NORDESTE,SERGIPE,4.478,2018-07-25,2018
99575,NORTE,TOCANTINS,4.726,2018-07-25,2018
99571,NORTE,RORAIMA,4.209,2018-07-25,2018
99564,SUL,PARANA,4.308,2018-07-25,2018
99555,CENTRO OESTE,DISTRITO FEDERAL,4.555,2018-07-25,2018
99562,NORTE,PARA,4.521,2018-07-25,2018
99549,NORTE,ACRE,5.033,2018-07-25,2018
99550,NORDESTE,ALAGOAS,4.673,2018-07-25,2018
99551,NORTE,AMAPA,4.062,2018-07-25,2018
99563,NORDESTE,PARAIBA,4.301,2018-07-25,2018
99552,NORTE,AMAZONAS,4.689,2018-07-25,2018
99554,NORDESTE,CEARA,4.534,2018-07-25,2018
99556,SUDESTE,ESPIRITO SANTO,4.48,2018-07-25,2018
99557,CENTRO OESTE,GOIAS,4.722,2018-07-25,2018
99558,NORDESTE,MARANHAO,4.305,2018-07-25,2018
99559,CENTRO OESTE,MATO GROSSO,4.613,2018-07-25,2018
99560,CENTRO OESTE,MATO GROSSO DO SUL,4.249,2018-07-25,2018
99561,SUDESTE,MINAS GERAIS,4.781,2018-07-25,2018
99553,NORDESTE,BAHIA,4.679,2018-07-25,2018
99717,NORDESTE,PERNAMBUCO,4.359,2018-08-01,2018
99718,NORDESTE,PIAUI,4.473,2018-08-01,2018
99719,SUDESTE,RIO DE JANEIRO,4.895,2018-08-01,2018
99720,NORDESTE,RIO GRANDE DO NORTE,4.479,2018-08-01,2018
99721,SUL,RIO GRANDE DO SUL,4.717,2018-08-01,2018
99722,NORTE,RONDONIA,4.574,2018-08-01,2018
99723,NORTE,RORAIMA,4.213,2018-08-01,2018
99727,NORTE,TOCANTINS,4.718,2018-08-01,2018
99725,SUDESTE,SAO PAULO,4.235,2018-08-01,2018
99726,NORDESTE,SERGIPE,4.483,2018-08-01,2018
99716,SUL,PARANA,4.265,2018-08-01,2018
99724,SUL,SANTA CATARINA,4.145,2018-08-01,2018
99715,NORDESTE,PARAIBA,4.303,2018-08-01,2018
99713,SUDESTE,MINAS GERAIS,4.765,2018-08-01,2018
99701,NORTE,ACRE,5.031,2018-08-01,2018
99702,NORDESTE,ALAGOAS,4.677,2018-08-01,2018
99703,NORTE,AMAPA,3.96,2018-08-01,2018
99704,NORTE,AMAZONAS,4.693,2018-08-01,2018
99705,NORDESTE,BAHIA,4.696,2018-08-01,2018
99706,NORDESTE,CEARA,4.492,2018-08-01,2018
99707,CENTRO OESTE,DISTRITO FEDERAL,4.482,2018-08-01,2018
99708,SUDESTE,ESPIRITO SANTO,4.481,2018-08-01,2018
99709,CENTRO OESTE,GOIAS,4.687,2018-08-01,2018
99710,NORDESTE,MARANHAO,4.293,2018-08-01,2018
99711,CENTRO OESTE,MATO GROSSO,4.612,2018-08-01,2018
99712,CENTRO OESTE,MATO GROSSO DO SUL,4.221,2018-08-01,2018
99714,NORTE,PARA,4.516,2018-08-01,2018
99868,NORDESTE,PERNAMBUCO,4.331,2018-08-08,2018
99869,NORDESTE,PIAUI,4.494,2018-08-08,2018
99870,SUDESTE,RIO DE JANEIRO,4.933,2018-08-08,2018
99871,NORDESTE,RIO GRANDE DO NORTE,4.519,2018-08-08,2018
99872,SUL,RIO GRANDE DO SUL,4.691,2018-08-08,2018
99873,NORTE,RONDONIA,4.563,2018-08-08,2018
99874,NORTE,RORAIMA,4.213,2018-08-08,2018
99878,NORTE,TOCANTINS,4.731,2018-08-08,2018
99876,SUDESTE,SAO PAULO,4.221,2018-08-08,2018
